Customer_ID,Customer_Name,Gender,Age_Group,Customer_Segment,Region
C0951,Wanjiku Kiptoo,Female,55+,Consumer,Nairobi
C0952,George Kamau,Female,55+,Consumer,Coast
C0953,Brian Kariuki,Female,45-54,Consumer,Central
C0954,David Mutua,Male,18-24,Consumer,Nairobi
C0955,Sharon Wambui,Female,55+,Consumer,Coast
C0956,David Kamau,Female,45-54,Consumer,Central
C0957,David Mwangi,Male,35-44,Consumer,Nairobi
C0958,David Mwangi,Male,55+,Consumer,Rift Valley
C0959,Lucy Njoroge,Male,35-44,Consumer,Eastern
C0960,James Akinyi,Female,55+,Corporate,Nairobi
C0961,Esther Akinyi,Female,55+,Consumer,Nairobi
C0962,Victor Muriuki,Male,35-44,Small Business,Central
C0963,Nancy Muriuki,Male,35-44,Consumer,Rift Valley
C0964,Victor Wambui,Male,45-54,Consumer,Eastern
C0965,Mary Mwangi,Male,55+,Consumer,Nairobi
C0966,Hassan Mutua,Female,18-24,,Rift Valley
C0967,Hassan Kamau,Male,35-44,Consumer,Nairobi
C0968,Rose Muriuki,Female,35-44,Small Business,Central
C0969,James Kiptoo,Female,55+,Consumer,Eastern
C0970,Faith Wambui,Female,35-44,Corporate,Nairobi
C0971,Victor Mwangi,Male,35-44,Consumer,Nairobi
C0972,Irene Mutua,Male,35-44,Small Business,Western
C0973,Faith Njoroge,Male,25-34,Consumer,Coast
C0974,Samuel Ochieng,Male,35-44,Corporate,Eastern
C0975,David Ochieng,Male,55+,Consumer,Eastern
C0976,Rose Mutua,Female,18-24,Corporate,Nairobi
C0977,Victor Kariuki,Female,55+,Consumer,Nairobi
C0978,Mary Mutua,Female,35-44,Consumer,Rift Valley
C0979,Amina Maina,Female,18-24,Consumer,Nairobi
C0980,Lucy Kamau,Female,35-44,Consumer,Eastern
C0981,Hassan Wambui,Female,25-34,Corporate,Rift Valley
C0982,George Ochieng,Male,18-24,Small Business,Nairobi
C0983,Kevin Kamau,Male,25-34,Consumer,Eastern
C0984,David Ochieng,Female,45-54,Corporate,Nairobi
C0985,Samuel Ochieng,Female,45-54,Consumer,Western
C0986,George Mwangi,Male,25-34,Consumer,Western
C0987,Nancy Kiptoo,Male,25-34,Consumer,Western
C0988,Nancy Ochieng,Male,45-54,Consumer,Rift Valley
C0989,Victor Muriuki,Female,25-34,Corporate,Coast
C0990,Peter Mutua,Male,18-24,Consumer,Eastern
C0991,George Mutua,Male,25-34,Small Business,Eastern
C0992,Kevin Wambui,Male,45-54,Consumer,Western
C0993,Lucy Wambui,Male,55+,Consumer,Nairobi
C0994,James Muriuki,Male,35-44,Small Business,Rift Valley
C0995,Sharon Wambui,Female,45-54,Small Business,Eastern
C0996,David Kamau,Male,45-54,Consumer,Central
C0997,Rose Kiptoo,Male,45-54,Corporate,Western
C0998,Mary Kamau,Female,55+,Consumer,Western
C0999,Kevin Wambui,Female,25-34,Consumer,Nairobi
C1000,Sharon Maina,Male,18-24,Small Business,Rift Valley
